"Var1","Freq","partisan","label"
"Slide562.png",10,"Republican","ingroup praise"
"Slide563.png",11,"Republican","ingroup praise"
"Slide564.png",10,"Republican","ingroup praise"
"Slide565.png",10,"Republican","ingroup praise"
"Slide566.png",10,"Republican","outgroup blame"
"Slide567.png",10,"Republican","outgroup blame"
"Slide568.png",10,"Republican","outgroup blame"
"Slide569.png",10,"Republican","outgroup blame"
"Slide57.png",10,"Republican","outgroup blame"
"Slide570.png",10,"Republican","outgroup blame"
"Slide571.png",10,"Democrat","ingroup praise"
"Slide572.png",11,"Democrat","ingroup praise"
"Slide573.png",11,"Democrat","ingroup praise"
"Slide574.png",10,"Democrat","ingroup praise"
"Slide575.png",12,"Democrat","ingroup praise"
"Slide576.png",10,"Democrat","outgroup blame"
"Slide577.png",10,"Democrat","outgroup blame"
"Slide578.png",10,"Democrat","outgroup blame"
"Slide579.png",10,"Democrat","outgroup blame"
"Slide58.png",10,"Republican","outgroup blame"
"Slide580.png",10,"Democrat","outgroup blame"
"Slide581.png",20,"N/A","neutral"
"Slide582.png",20,"N/A","neutral"
"Slide583.png",20,"N/A","neutral"
"Slide584.png",20,"N/A","neutral"
"Slide585.png",21,"N/A","neutral"
"Slide586.png",21,"N/A","neutral"
"Slide587.png",20,"N/A","neutral"
"Slide588.png",20,"N/A","neutral"
"Slide589.png",21,"N/A","neutral"
"Slide59.png",10,"Republican","outgroup blame"
"Slide590.png",20,"N/A","neutral"
"Slide591.png",10,"Republican","ingroup praise"
"Slide592.png",10,"Republican","ingroup praise"
"Slide593.png",11,"Republican","ingroup praise"
"Slide594.png",10,"Republican","ingroup praise"
"Slide595.png",10,"Republican","ingroup praise"
"Slide596.png",10,"Republican","outgroup blame"
"Slide597.png",10,"Republican","outgroup blame"
"Slide598.png",10,"Republican","outgroup blame"
"Slide599.png",10,"Republican","outgroup blame"
"Slide6.png",11,"Democrat","outgroup blame"
"Slide60.png",10,"Republican","outgroup blame"
"Slide600.png",10,"Republican","outgroup blame"
"Slide61.png",11,"Democrat","ingroup praise"
"Slide62.png",10,"Democrat","ingroup praise"
"Slide63.png",11,"Democrat","ingroup praise"
"Slide64.png",10,"Democrat","ingroup praise"
"Slide65.png",10,"Democrat","ingroup praise"
"Slide66.png",10,"Democrat","outgroup blame"
"Slide67.png",10,"Democrat","outgroup blame"
"Slide68.png",10,"Democrat","outgroup blame"
"Slide69.png",11,"Democrat","outgroup blame"
"Slide7.png",10,"Democrat","outgroup blame"
"Slide70.png",10,"Democrat","outgroup blame"
"Slide71.png",20,"N/A","neutral"
"Slide72.png",20,"N/A","neutral"
"Slide73.png",21,"N/A","neutral"
"Slide74.png",21,"N/A","neutral"
"Slide75.png",21,"N/A","neutral"
"Slide76.png",21,"N/A","neutral"
"Slide77.png",20,"N/A","neutral"
"Slide78.png",21,"N/A","neutral"
"Slide79.png",20,"N/A","neutral"
"Slide8.png",10,"Democrat","outgroup blame"
"Slide80.png",20,"N/A","neutral"
"Slide81.png",10,"Republican","ingroup praise"
"Slide82.png",10,"Republican","ingroup praise"
"Slide83.png",10,"Republican","ingroup praise"
"Slide84.png",10,"Republican","ingroup praise"
"Slide85.png",10,"Republican","ingroup praise"
"Slide86.png",10,"Republican","outgroup blame"
"Slide87.png",10,"Republican","outgroup blame"
"Slide88.png",10,"Republican","outgroup blame"
"Slide89.png",10,"Republican","outgroup blame"
"Slide9.png",10,"Democrat","outgroup blame"
"Slide90.png",11,"Republican","outgroup blame"
"Slide91.png",11,"Democrat","ingroup praise"
"Slide92.png",10,"Democrat","ingroup praise"
"Slide93.png",10,"Democrat","ingroup praise"
"Slide94.png",11,"Democrat","ingroup praise"
"Slide95.png",10,"Democrat","ingroup praise"
"Slide96.png",12,"Democrat","outgroup blame"
"Slide97.png",11,"Democrat","outgroup blame"
"Slide98.png",10,"Democrat","outgroup blame"
"Slide99.png",10,"Democrat","outgroup blame"
